employee_id,age,gender,years_at_company,job_role,monthly_income,work-life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
19236,27,Male,13,Finance,9198,2,3,2,2,No,15,Bachelor’s Degree,Married,0,Senior,Small,40,No,No,No,2,4,Stayed
59399,33,Male,6,Healthcare,7764,2,3,4,2,No,94,Bachelor’s Degree,Single,0,Entry,Medium,82,No,No,No,3,2,Left
67304,24,Female,2,Technology,9874,1,3,3,0,No,77,Associate Degree,Married,5,Entry,Small,35,No,No,No,3,2,Left
42523,28,Male,7,Healthcare,6545,3,3,3,2,Yes,72,Associate Degree,Married,1,Mid,Small,58,No,No,No,3,3,Stayed
12374,50,Female,29,Education,4876,4,3,3,2,No,91,Bachelor’s Degree,Married,0,Mid,Medium,103,No,No,Yes,1,1,Stayed
39643,40,Male,9,Healthcare,8833,4,4,4,0,Yes,86,Master’s Degree,Divorced,0,Mid,Medium,13,No,No,No,2,1,Stayed
70285,59,Male,51,Technology,8784,3,1,3,1,No,46,Bachelor’s Degree,Married,1,Mid,Small,116,No,No,No,2,2,Stayed
15941,57,Male,44,Technology,7486,4,2,3,2,No,97,Master’s Degree,Single,0,Senior,Medium,115,No,Yes,No,1,1,Left
46470,29,Male,11,Education,4058,3,3,1,0,Yes,43,Associate Degree,Single,1,Senior,Large,34,No,No,No,1,2,Left
50497,29,Male,21,Technology,11927,4,1,3,2,No,29,Bachelor’s Degree,Married,1,Entry,Small,77,No,Yes,No,2,3,Stayed
51075,51,Female,23,Finance,10631,2,1,3,1,No,57,Associate Degree,Married,1,Mid,Medium,73,Yes,No,No,2,1,Stayed
65505,34,Female,26,Technology,10406,2,3,4,2,Yes,53,Associate Degree,Single,6,Mid,Large,48,Yes,Yes,No,2,3,Left
30622,51,Female,5,Finance,11619,1,1,3,1,No,35,Bachelor’s Degree,Married,2,Entry,Medium,34,No,No,No,2,3,Stayed
34794,39,Female,21,Education,4160,2,3,2,0,Yes,84,Bachelor’s Degree,Single,0,Entry,Medium,57,Yes,No,Yes,2,3,Left
44547,53,Male,38,Education,4851,4,3,4,0,Yes,30,High School,Married,0,Mid,Medium,52,No,No,No,3,3,Stayed
26148,36,Male,16,Technology,11036,2,1,3,2,No,30,High School,Single,1,Mid,Small,52,Yes,No,No,2,1,Left
66231,52,Female,44,Finance,8080,3,4,3,0,No,53,Master’s Degree,Single,0,Entry,Small,114,No,No,No,3,3,Left
71614,46,Female,25,Media,5838,3,2,4,0,No,31,Master’s Degree,Single,1,Entry,Large,80,No,No,No,2,2,Left
62186,29,Male,14,Media,6231,4,3,2,2,Yes,3,Associate Degree,Married,1,Entry,Small,26,No,No,No,4,2,Stayed
11459,20,Male,8,Education,4043,4,3,3,1,No,81,Bachelor’s Degree,Single,5,Senior,Medium,52,No,No,No,4,4,Stayed
47320,55,Female,15,Technology,8487,2,3,3,0,No,38,Associate Degree,Married,1,Mid,Small,74,Yes,No,No,3,1,Stayed
73621,58,Male,10,Healthcare,8244,4,2,3,0,Yes,82,Associate Degree,Divorced,4,Entry,Small,16,No,No,No,1,2,Stayed
4277,36,Female,11,Finance,8481,3,1,3,1,No,57,Bachelor’s Degree,Married,0,Senior,Large,85,No,No,No,1,1,Stayed
44305,59,Female,11,Technology,11478,3,3,4,3,Yes,4,Bachelor’s Degree,Married,1,Entry,Medium,70,No,No,No,2,3,Left
3909,57,Male,6,Finance,11257,2,4,2,2,No,83,High School,Single,6,Entry,Medium,17,No,No,Yes,3,3,Left
38575,28,Male,9,Finance,9159,3,3,3,0,No,74,Associate Degree,Married,3,Mid,Medium,43,No,No,No,3,2,Stayed
18274,59,Male,40,Healthcare,8413,1,3,4,2,No,3,Associate Degree,Married,0,Mid,Small,78,No,No,No,2,4,Stayed
74094,46,Male,21,Technology,8418,2,1,4,3,Yes,87,Bachelor’s Degree,Married,4,Entry,Small,30,No,No,No,4,3,Stayed
69376,43,Female,28,Education,2893,1,2,4,2,No,13,Associate Degree,Divorced,0,Mid,Medium,37,No,No,No,3,3,Left
10360,50,Male,38,Media,5540,3,2,3,1,No,13,High School,Single,3,Mid,Small,117,No,No,No,3,4,Stayed
22865,37,Male,28,Technology,8670,3,3,4,0,No,90,High School,Married,1,Mid,Medium,41,Yes,No,No,3,2,Stayed
58412,34,Female,24,Education,3520,2,3,3,1,Yes,7,High School,Single,3,Entry,Small,68,No,No,Yes,1,2,Left
63692,45,Female,21,Technology,5854,4,4,2,1,No,93,Associate Degree,Divorced,1,Senior,Large,81,Yes,No,No,1,1,Stayed
69155,24,Male,12,Technology,9312,3,3,3,2,No,72,Master’s Degree,Married,2,Mid,Large,35,No,No,No,3,1,Stayed
7108,21,Male,12,Technology,8665,1,2,3,0,No,29,Associate Degree,Divorced,0,Entry,Large,44,No,No,No,3,2,Stayed
18497,57,Female,6,Healthcare,9811,4,4,3,0,No,56,Associate Degree,Single,0,Entry,Medium,50,No,No,No,2,1,Left
54162,49,Female,13,Media,5820,2,1,3,0,Yes,35,Associate Degree,Married,1,Mid,Small,40,No,No,Yes,1,1,Stayed
50113,18,Male,1,Healthcare,8047,3,1,2,0,No,70,Associate Degree,Single,2,Mid,Medium,36,Yes,No,No,3,3,Left
68617,22,Female,11,Healthcare,8212,3,2,4,1,No,13,Master’s Degree,Married,2,Senior,Medium,73,No,No,No,3,1,Stayed
34769,19,Female,3,Healthcare,6772,3,3,3,1,No,46,PhD,Divorced,4,Senior,Small,25,No,No,No,3,3,Stayed
33511,50,Male,21,Healthcare,8532,3,4,2,0,No,53,High School,Divorced,0,Mid,Large,64,No,No,No,1,3,Stayed
62802,52,Female,31,Finance,7137,3,3,3,4,No,50,Associate Degree,Married,3,Entry,Medium,40,No,No,No,3,2,Stayed
29924,46,Male,22,Education,5748,3,3,3,2,No,56,Bachelor’s Degree,Married,2,Senior,Medium,39,Yes,No,No,3,4,Stayed
9240,22,Male,1,Finance,7587,2,2,3,0,No,18,Bachelor’s Degree,Divorced,1,Mid,Medium,11,Yes,No,No,3,1,Stayed
32559,28,Female,18,Education,5479,1,4,1,0,No,23,Bachelor’s Degree,Married,0,Mid,Medium,65,No,No,No,3,3,Left
14565,33,Male,6,Technology,7191,3,4,3,1,Yes,48,Bachelor’s Degree,Married,1,Senior,Large,19,No,Yes,No,3,2,Stayed
19446,40,Male,12,Education,3898,3,4,3,0,Yes,40,PhD,Single,0,Entry,Large,64,Yes,No,No,3,1,Left
21325,47,Female,24,Finance,7360,1,4,3,2,Yes,1,High School,Divorced,2,Mid,Small,70,No,No,No,3,2,Left
10240,29,Male,1,Media,6363,2,4,4,2,No,72,High School,Married,0,Mid,Small,13,No,No,Yes,3,1,Stayed
10133,18,Male,4,Healthcare,6825,3,2,4,0,Yes,93,Master’s Degree,Single,1,Entry,Large,16,No,No,Yes,4,2,Left
60403,59,Male,9,Media,5703,3,4,2,1,Yes,46,High School,Divorced,3,Entry,Medium,48,No,No,No,1,3,Left
37853,25,Female,16,Healthcare,9691,4,2,3,3,No,30,Bachelor’s Degree,Single,0,Mid,Medium,78,Yes,No,No,3,2,Stayed
6925,42,Male,5,Technology,10704,1,3,4,0,No,51,High School,Divorced,1,Mid,Small,17,No,No,No,1,2,Left
51576,42,Female,33,Healthcare,8468,1,3,3,0,No,40,Bachelor’s Degree,Married,2,Entry,Medium,47,No,No,No,2,3,Left
40971,19,Male,5,Healthcare,7486,3,1,4,0,No,23,Associate Degree,Single,1,Entry,Medium,74,No,No,No,3,3,Left
66748,38,Male,5,Education,5451,3,2,3,1,No,67,Master’s Degree,Single,2,Senior,Small,57,No,No,No,1,2,Stayed
1198,56,Male,33,Technology,9658,3,3,3,2,No,7,Associate Degree,Married,1,Entry,Small,105,No,No,No,3,2,Stayed
65834,47,Male,39,Technology,5204,2,2,3,0,No,61,Master’s Degree,Married,0,Mid,Medium,81,No,No,No,3,3,Stayed
69833,20,Male,7,Finance,5823,3,3,3,0,No,82,High School,Married,0,Entry,Medium,66,No,No,No,3,3,Stayed
52908,45,Male,33,Technology,9098,4,3,3,2,No,72,Bachelor’s Degree,Divorced,0,Senior,Medium,97,No,No,No,2,2,Stayed
11879,54,Female,32,Media,6086,2,3,3,0,No,47,High School,Single,0,Entry,Medium,93,Yes,No,No,3,2,Left
68923,43,Male,20,Education,3968,3,3,2,2,No,94,Master’s Degree,Divorced,1,Mid,Large,31,No,No,No,3,2,Stayed
44367,32,Male,22,Media,6011,3,4,4,0,No,92,Bachelor’s Degree,Single,0,Entry,Small,88,No,No,No,2,1,Left
47591,41,Female,31,Education,4143,4,3,2,1,Yes,86,High School,Single,4,Entry,Medium,74,No,No,No,3,1,Left
27195,26,Male,11,Healthcare,7869,1,1,4,1,No,49,Associate Degree,Single,0,Mid,Medium,62,No,No,No,1,1,Left
50053,48,Female,15,Technology,11988,4,4,3,2,No,10,Master’s Degree,Single,0,Entry,Small,47,No,No,No,3,3,Left
59773,32,Male,18,Technology,9696,1,3,2,0,No,2,Master’s Degree,Married,1,Entry,Small,32,No,No,Yes,3,3,Left
42109,33,Male,6,Media,5804,4,1,4,0,No,57,Associate Degree,Married,1,Entry,Medium,69,No,No,No,1,2,Left
59045,46,Female,29,Technology,7104,4,3,3,0,No,29,Master’s Degree,Divorced,1,Senior,Medium,54,No,No,Yes,3,3,Stayed
58386,22,Male,4,Education,4074,2,3,1,4,Yes,41,High School,Married,0,Entry,Small,54,No,No,No,1,1,Left
8108,35,Male,20,Technology,6842,4,2,4,0,Yes,12,Associate Degree,Single,4,Senior,Small,78,Yes,No,No,1,1,Stayed
18368,45,Male,7,Finance,6378,1,4,4,2,No,61,Master’s Degree,Single,2,Entry,Large,42,No,No,No,2,3,Left
47980,57,Male,39,Education,4802,2,3,1,0,Yes,56,Bachelor’s Degree,Divorced,1,Senior,Medium,111,No,No,No,3,4,Stayed
69497,54,Male,44,Technology,8570,2,4,3,1,No,77,Master’s Degree,Single,4,Entry,Medium,89,No,No,Yes,3,1,Stayed
15227,53,Male,30,Healthcare,9439,3,1,3,1,No,82,Master’s Degree,Married,4,Entry,Medium,103,No,No,No,2,1,Stayed
68567,52,Male,33,Healthcare,7362,2,2,2,1,No,12,Bachelor’s Degree,Divorced,0,Entry,Medium,79,No,No,No,3,2,Left
68692,57,Female,13,Technology,9151,2,4,3,1,Yes,1,Bachelor’s Degree,Married,0,Senior,Medium,36,No,No,No,3,3,Stayed
4658,30,Female,13,Media,5989,3,3,3,0,No,44,Bachelor’s Degree,Married,0,Entry,Medium,33,No,No,No,4,2,Stayed
3708,30,Male,6,Education,4714,2,2,3,2,Yes,76,Bachelor’s Degree,Divorced,2,Entry,Large,62,No,No,No,3,1,Left
32106,47,Male,27,Healthcare,10237,4,4,2,1,No,75,Bachelor’s Degree,Married,3,Senior,Medium,59,No,No,No,1,1,Stayed
73089,47,Male,32,Healthcare,7574,2,4,2,1,Yes,24,Master’s Degree,Single,1,Entry,Medium,81,No,No,Yes,2,1,Left
38964,22,Female,8,Healthcare,6990,4,3,4,2,No,32,Bachelor’s Degree,Single,1,Mid,Medium,33,No,No,No,3,2,Left
22412,59,Male,27,Media,6155,3,3,3,1,No,58,High School,Married,0,Mid,Medium,84,No,No,No,3,1,Stayed
16029,25,Male,11,Healthcare,7468,2,3,3,0,No,24,Associate Degree,Married,1,Mid,Medium,33,Yes,No,No,2,3,Stayed
31716,44,Female,21,Finance,10937,2,4,3,1,Yes,24,Bachelor’s Degree,Single,3,Senior,Medium,70,No,No,Yes,2,2,Left
63301,56,Male,36,Healthcare,7895,4,4,4,1,No,99,Master’s Degree,Married,0,Entry,Small,50,No,No,No,2,2,Left
432,40,Female,30,Technology,9968,3,3,3,2,Yes,94,Master’s Degree,Single,1,Entry,Medium,48,No,No,No,4,2,Left
46671,38,Female,4,Finance,6661,3,3,4,0,Yes,2,Master’s Degree,Married,0,Entry,Small,8,Yes,No,Yes,3,2,Stayed
42995,18,Female,4,Education,3276,3,3,3,1,No,71,Bachelor’s Degree,Married,5,Senior,Small,32,No,No,No,2,3,Stayed
52286,24,Male,3,Healthcare,9258,4,2,3,0,No,37,Master’s Degree,Divorced,0,Entry,Medium,39,No,No,No,3,3,Stayed
1819,37,Female,16,Education,4244,1,4,4,0,No,85,Bachelor’s Degree,Married,3,Entry,Small,74,No,No,No,1,1,Left
16343,22,Female,2,Media,6288,2,4,3,1,No,23,Master’s Degree,Married,3,Mid,Large,21,No,No,No,2,1,Stayed
54901,21,Male,1,Technology,7239,3,2,3,0,Yes,3,PhD,Divorced,0,Entry,Small,28,No,No,No,4,1,Left
52600,35,Female,20,Media,5136,3,3,2,3,No,76,Associate Degree,Single,2,Senior,Small,71,No,No,Yes,1,1,Stayed
66993,27,Male,16,Healthcare,7019,3,4,4,0,No,35,Associate Degree,Single,1,Entry,Large,64,Yes,No,Yes,3,1,Stayed
36316,42,Male,24,Finance,6264,3,3,4,1,Yes,9,Associate Degree,Married,2,Entry,Medium,89,No,No,No,3,4,Stayed
62179,51,Female,37,Healthcare,7527,4,4,3,0,No,31,Master’s Degree,Single,3,Senior,Large,97,No,No,No,3,2,Left
10830,58,Female,21,Healthcare,10288,2,2,3,1,No,80,Bachelor’s Degree,Married,0,Mid,Small,56,No,No,No,3,3,Stayed
5027,49,Female,6,Technology,6012,1,2,3,0,No,98,Associate Degree,Married,1,Mid,Medium,48,No,No,No,1,1,Left
10686,21,Male,11,Technology,8967,1,4,3,0,Yes,95,High School,Married,1,Mid,Small,26,No,No,No,3,1,Left
44887,38,Female,15,Healthcare,8262,3,1,1,0,Yes,56,Associate Degree,Single,0,Mid,Small,84,No,No,No,4,1,Left
65932,40,Male,13,Technology,9144,1,1,3,0,Yes,62,High School,Married,1,Senior,Small,42,No,No,No,3,2,Stayed
20384,23,Female,11,Healthcare,9402,2,4,3,0,Yes,34,Master’s Degree,Married,0,Entry,Medium,19,No,No,No,3,2,Left
68437,30,Female,10,Media,6447,2,3,3,0,No,92,Associate Degree,Divorced,1,Mid,Medium,18,No,No,Yes,2,2,Left
57084,37,Male,25,Technology,10217,3,3,3,2,Yes,71,PhD,Single,1,Entry,Medium,97,Yes,No,No,1,3,Stayed
36948,22,Female,7,Technology,8640,4,4,3,0,Yes,72,Master’s Degree,Married,3,Entry,Medium,44,No,No,No,2,1,Left
7221,44,Male,1,Healthcare,7247,3,1,3,1,No,54,Master’s Degree,Single,4,Mid,Large,33,No,No,No,1,1,Left
44823,27,Male,18,Media,5954,4,3,2,0,No,18,High School,Divorced,5,Entry,Large,88,Yes,No,No,3,1,Stayed
67426,52,Male,42,Education,4876,3,4,3,2,No,82,Master’s Degree,Married,1,Entry,Small,71,No,No,No,2,4,Stayed
37879,58,Male,2,Technology,8722,3,1,4,2,No,4,Bachelor’s Degree,Married,1,Mid,Medium,43,Yes,Yes,No,3,4,Stayed
49697,50,Male,17,Education,3391,2,2,2,0,No,41,High School,Married,1,Mid,Medium,86,No,No,No,3,1,Stayed
12466,52,Male,20,Media,6930,3,2,2,1,Yes,15,Associate Degree,Married,0,Senior,Small,41,No,No,Yes,2,2,Stayed
31744,22,Female,1,Technology,11697,2,4,1,3,No,37,High School,Divorced,0,Mid,Small,55,No,No,No,2,3,Left
39258,18,Female,7,Finance,7980,4,4,3,0,Yes,74,Associate Degree,Single,1,Entry,Small,58,Yes,Yes,No,3,2,Left
30027,30,Male,4,Media,6298,3,1,3,2,Yes,99,Associate Degree,Married,3,Entry,Medium,42,No,No,No,3,1,Left
73352,25,Female,6,Technology,8524,2,3,3,1,No,33,Bachelor’s Degree,Single,4,Senior,Small,25,No,No,Yes,4,3,Stayed
13297,33,Female,4,Technology,10919,4,3,3,0,No,39,Associate Degree,Married,2,Mid,Small,20,No,No,Yes,2,1,Left
48917,29,Female,18,Healthcare,7843,3,3,3,1,No,4,Associate Degree,Married,0,Entry,Small,27,No,Yes,No,3,3,Left
19928,33,Male,5,Healthcare,8594,4,3,3,0,No,88,Master’s Degree,Single,4,Entry,Medium,17,Yes,No,No,3,1,Stayed
69673,32,Female,11,Healthcare,6809,3,3,3,1,Yes,93,Master’s Degree,Married,5,Entry,Small,76,No,No,No,2,1,Stayed
5689,38,Male,14,Finance,9698,2,3,4,2,No,44,Bachelor’s Degree,Single,1,Entry,Large,34,No,Yes,No,3,1,Left
72441,46,Male,15,Education,4191,3,1,3,0,Yes,68,Bachelor’s Degree,Married,1,Mid,Small,68,No,No,No,2,1,Stayed
29973,54,Female,24,Healthcare,6294,2,1,3,2,No,21,Associate Degree,Married,0,Entry,Small,69,Yes,No,No,1,1,Stayed
58486,28,Female,3,Media,6564,2,3,4,2,No,96,Associate Degree,Single,3,Mid,Small,57,Yes,No,No,3,1,Stayed
16667,46,Female,1,Healthcare,7201,3,2,4,2,Yes,7,Bachelor’s Degree,Divorced,1,Entry,Small,18,Yes,No,No,1,2,Stayed
29854,28,Male,6,Technology,8949,2,3,4,3,No,75,Bachelor’s Degree,Single,5,Entry,Medium,83,No,No,Yes,4,1,Left
60697,33,Female,20,Media,5488,2,2,3,1,Yes,27,Associate Degree,Married,0,Entry,Small,79,No,No,No,1,1,Stayed
5489,55,Female,13,Education,5057,1,2,3,3,No,77,Master’s Degree,Divorced,0,Mid,Medium,27,Yes,No,No,2,3,Stayed
14005,49,Male,22,Media,6204,1,3,3,0,No,65,Bachelor’s Degree,Divorced,2,Senior,Medium,44,No,No,No,1,1,Stayed
26343,31,Female,2,Education,3169,2,3,3,1,Yes,92,Associate Degree,Single,2,Senior,Medium,41,No,No,No,4,3,Stayed
64591,54,Male,42,Media,6846,3,3,4,2,No,83,Associate Degree,Single,4,Mid,Small,75,No,No,No,4,3,Stayed
72240,23,Male,2,Technology,12632,4,1,3,0,Yes,11,Bachelor’s Degree,Single,2,Mid,Medium,11,No,No,No,3,3,Left
60606,35,Female,6,Education,4424,3,3,3,1,No,95,Master’s Degree,Married,0,Senior,Large,43,Yes,Yes,No,3,2,Stayed
69741,18,Female,10,Education,4910,4,2,3,1,Yes,4,High School,Single,0,Entry,Medium,72,No,No,No,3,2,Left
17776,28,Female,1,Technology,11915,1,3,3,2,No,19,Master’s Degree,Married,0,Entry,Large,16,No,No,No,2,3,Left
18759,32,Female,12,Education,6335,3,3,4,0,Yes,20,Bachelor’s Degree,Married,0,Mid,Large,58,No,No,No,3,3,Stayed
52821,29,Male,20,Technology,5882,1,1,3,3,No,72,Associate Degree,Single,1,Entry,Medium,94,No,No,No,3,3,Left
31033,40,Male,3,Media,5758,3,4,3,3,Yes,38,Associate Degree,Single,0,Entry,Large,36,Yes,No,No,1,1,Left
48702,46,Female,1,Technology,9002,4,3,2,1,Yes,19,Associate Degree,Single,1,Entry,Large,12,No,No,No,1,2,Left
13217,50,Male,41,Education,4605,3,3,3,2,No,29,Bachelor’s Degree,Married,1,Mid,Medium,56,No,No,No,3,3,Left
17632,29,Female,6,Technology,11621,3,3,3,3,No,90,Bachelor’s Degree,Single,0,Entry,Small,40,Yes,No,No,3,3,Stayed
13122,25,Male,2,Education,4063,3,2,3,3,Yes,9,Bachelor’s Degree,Married,1,Mid,Medium,24,No,No,No,4,2,Stayed
28929,56,Female,31,Technology,13893,1,1,3,0,No,4,Bachelor’s Degree,Single,2,Senior,Medium,45,No,Yes,No,3,4,Stayed
2627,27,Male,10,Technology,10618,3,3,3,0,No,45,PhD,Single,4,Entry,Medium,39,No,No,No,1,2,Stayed
15496,57,Female,33,Education,4825,3,3,3,0,No,14,High School,Married,0,Entry,Medium,41,No,No,No,1,1,Left
42127,40,Female,17,Media,7029,2,3,3,0,No,41,Associate Degree,Married,0,Mid,Small,84,No,No,No,1,3,Left
53095,21,Male,9,Healthcare,8439,4,3,4,2,No,44,Associate Degree,Single,2,Mid,Medium,13,No,No,No,1,3,Left
7876,52,Female,18,Education,4475,3,3,3,2,No,84,Bachelor’s Degree,Married,1,Mid,Large,84,Yes,No,No,3,1,Stayed
32294,42,Male,17,Finance,11048,3,4,2,0,No,8,Master’s Degree,Single,1,Entry,Medium,48,No,No,No,3,1,Stayed
10106,54,Female,30,Education,5098,2,3,3,2,No,43,Master’s Degree,Married,1,Entry,Medium,83,No,No,No,1,2,Left
49680,20,Female,7,Media,5841,3,2,3,4,No,60,Bachelor’s Degree,Single,3,Entry,Medium,50,No,No,No,2,3,Left
37857,32,Female,16,Finance,6173,2,2,2,0,No,84,Associate Degree,Married,0,Entry,Small,18,No,No,No,3,1,Left
17313,29,Male,9,Media,5462,2,2,3,2,Yes,95,Master’s Degree,Married,2,Mid,Medium,54,Yes,No,No,1,2,Stayed
20486,36,Male,1,Healthcare,8218,2,2,3,0,No,61,Bachelor’s Degree,Single,1,Entry,Large,6,No,No,No,3,2,Left
63525,24,Male,12,Technology,7646,2,3,3,1,No,66,Associate Degree,Married,0,Entry,Large,32,No,No,No,2,3,Stayed
8756,49,Male,20,Healthcare,8397,2,3,3,0,No,58,Master’s Degree,Single,5,Mid,Medium,32,No,No,No,3,2,Left
40063,46,Male,28,Education,4020,2,1,2,0,No,33,Bachelor’s Degree,Single,3,Entry,Medium,93,No,No,No,3,2,Left
53254,58,Male,18,Healthcare,10287,3,3,4,0,No,94,Bachelor’s Degree,Married,0,Senior,Small,77,No,No,No,1,2,Stayed
65480,31,Female,4,Technology,8733,3,3,4,0,No,76,Associate Degree,Married,1,Mid,Small,19,No,No,No,3,2,Stayed
27403,42,Female,21,Technology,8402,3,2,3,1,No,71,Bachelor’s Degree,Married,0,Senior,Small,94,Yes,No,No,3,1,Stayed
626,45,Male,34,Healthcare,8518,2,2,3,0,No,15,High School,Married,1,Mid,Large,57,No,No,No,2,2,Stayed
61210,55,Female,11,Healthcare,7200,2,4,4,0,No,7,Bachelor’s Degree,Divorced,4,Entry,Large,88,No,Yes,No,1,1,Stayed
63961,42,Female,9,Media,5614,4,4,3,0,No,98,Associate Degree,Single,1,Mid,Large,12,No,No,No,3,2,Left
10244,45,Female,19,Technology,10044,3,3,2,0,No,32,High School,Married,0,Mid,Small,96,No,No,Yes,3,3,Stayed
44442,37,Male,27,Finance,8662,2,2,1,1,No,73,High School,Single,1,Senior,Medium,83,Yes,No,No,1,1,Stayed
18593,52,Female,3,Education,3377,1,1,4,0,No,96,Associate Degree,Single,0,Mid,Large,44,No,No,No,1,1,Left
73941,24,Male,12,Media,5897,3,2,4,1,No,62,Associate Degree,Divorced,0,Mid,Medium,62,Yes,No,No,3,2,Stayed
5693,33,Male,8,Education,5939,3,3,4,0,No,59,Bachelor’s Degree,Single,2,Entry,Large,85,No,No,No,3,1,Left
10086,57,Female,1,Finance,10554,1,2,4,2,No,87,PhD,Single,1,Mid,Medium,57,No,No,Yes,1,1,Stayed
43242,56,Male,36,Technology,11019,3,1,3,2,No,89,Bachelor’s Degree,Single,3,Entry,Small,59,No,No,No,2,3,Left
59485,53,Female,10,Healthcare,9466,4,3,3,0,No,48,High School,Married,2,Senior,Small,47,No,No,No,2,1,Stayed
17845,43,Male,13,Technology,8461,3,4,3,1,Yes,15,Associate Degree,Divorced,1,Mid,Medium,46,No,No,No,3,2,Stayed
8741,52,Male,2,Education,4791,4,3,3,1,No,2,PhD,Married,2,Entry,Medium,36,No,No,No,4,2,Stayed
66220,47,Male,8,Technology,6625,3,3,3,0,No,49,High School,Divorced,1,Mid,Medium,57,Yes,No,No,3,1,Stayed
63019,49,Female,11,Healthcare,8324,2,2,1,0,Yes,53,Associate Degree,Married,3,Mid,Medium,70,No,No,No,1,2,Left
62264,45,Male,6,Healthcare,7764,3,3,3,0,Yes,64,Bachelor’s Degree,Married,1,Entry,Medium,46,No,No,No,1,2,Stayed
15461,21,Female,6,Technology,8979,1,3,3,0,No,1,Associate Degree,Married,1,Entry,Small,24,No,No,No,1,3,Left
32550,56,Female,35,Education,3421,2,3,3,0,Yes,28,Master’s Degree,Married,2,Mid,Medium,50,No,No,No,3,2,Left
66118,48,Male,30,Finance,8353,4,3,3,0,No,37,High School,Married,2,Entry,Large,99,Yes,No,No,2,2,Stayed
29202,54,Male,10,Technology,11732,3,4,3,1,Yes,72,Associate Degree,Married,1,Mid,Medium,45,No,No,No,3,2,Left
15624,54,Male,24,Finance,6998,2,4,3,0,No,60,Bachelor’s Degree,Single,5,Mid,Medium,44,No,No,No,2,2,Left
66399,19,Male,11,Education,4954,3,4,3,1,No,74,High School,Married,0,Entry,Large,81,No,No,No,2,1,Left
52206,39,Male,22,Finance,10377,4,2,3,1,No,2,Bachelor’s Degree,Single,5,Mid,Medium,101,No,No,No,2,1,Stayed
26292,24,Male,14,Healthcare,9297,4,2,3,0,Yes,43,Associate Degree,Married,1,Mid,Large,38,No,No,No,1,2,Stayed
19865,33,Female,5,Healthcare,8997,2,2,3,1,No,94,Associate Degree,Single,1,Entry,Small,29,No,No,Yes,2,1,Left
46050,32,Female,4,Media,6408,2,3,3,2,Yes,9,Associate Degree,Married,1,Mid,Medium,24,No,No,No,3,2,Left
59532,18,Male,7,Finance,11571,1,4,3,3,No,61,Bachelor’s Degree,Divorced,0,Entry,Small,74,No,No,No,3,2,Left
55495,36,Male,21,Finance,9630,2,3,1,1,Yes,20,Associate Degree,Single,1,Senior,Large,58,No,No,Yes,3,1,Left
21857,51,Female,39,Media,4823,4,1,4,4,No,61,Associate Degree,Married,4,Entry,Small,75,No,No,No,3,1,Stayed
50905,39,Male,29,Finance,10237,3,3,2,0,No,45,Associate Degree,Married,0,Senior,Small,75,No,No,No,2,3,Stayed
4605,53,Male,7,Healthcare,7792,2,3,4,0,Yes,3,High School,Married,1,Senior,Medium,64,No,No,No,3,1,Left
38842,27,Male,19,Media,5953,4,4,3,0,Yes,73,Master’s Degree,Single,4,Senior,Large,34,No,No,No,1,3,Stayed
69142,27,Female,7,Technology,10477,3,3,4,0,No,64,Bachelor’s Degree,Single,2,Senior,Medium,40,No,No,No,1,2,Left
35639,34,Male,17,Healthcare,9440,2,3,2,0,Yes,68,PhD,Divorced,2,Entry,Small,78,No,No,Yes,3,1,Stayed
10255,48,Male,21,Education,3588,3,3,4,1,Yes,96,Master’s Degree,Married,1,Senior,Medium,50,No,No,No,3,1,Stayed
18811,54,Male,34,Healthcare,6931,3,3,3,2,No,22,Associate Degree,Married,1,Mid,Medium,87,Yes,No,No,2,1,Stayed
10531,25,Male,11,Education,4845,4,2,3,0,No,61,Associate Degree,Married,0,Entry,Medium,38,No,No,No,3,1,Left
68050,49,Male,41,Healthcare,8163,2,3,3,0,Yes,11,Associate Degree,Single,3,Entry,Medium,55,No,No,No,3,2,Left
48923,38,Male,30,Education,3006,1,1,3,3,No,37,Associate Degree,Married,4,Mid,Large,31,No,No,Yes,3,3,Stayed
20825,54,Male,21,Healthcare,7548,2,4,3,1,No,17,Associate Degree,Single,3,Mid,Medium,83,No,No,No,1,2,Left
1799,22,Female,7,Finance,9602,3,2,3,0,Yes,34,Associate Degree,Divorced,1,Mid,Large,11,Yes,No,Yes,3,2,Left
51418,21,Male,12,Healthcare,8279,4,3,2,0,No,50,Master’s Degree,Single,2,Entry,Small,23,Yes,No,No,3,1,Stayed
27924,43,Male,3,Healthcare,7687,4,1,4,0,No,29,High School,Married,1,Entry,Medium,60,No,No,No,1,1,Stayed
55673,45,Female,35,Media,6263,4,3,3,1,No,24,High School,Single,1,Entry,Small,70,No,No,Yes,1,3,Left
72968,41,Male,13,Technology,9318,3,1,3,0,Yes,16,High School,Single,1,Mid,Medium,14,No,No,No,3,2,Left
31842,39,Female,27,Media,5644,4,2,4,0,No,61,Associate Degree,Single,1,Mid,Medium,105,No,No,Yes,3,3,Stayed
70801,37,Female,4,Finance,11076,2,2,3,1,No,70,Master’s Degree,Single,1,Senior,Medium,50,No,No,No,4,3,Left
